Provider/Agency,Hosting Org,Street Address,City,State,Postal Code,"Location (Lat, Long)",Latitude,Longitude,NTA Code,NTA Name,Council Distrcit,Offer Wifi,Original Dataset,Add'l Info
LinkNYC - Citybridge,Unknown,205 3 AVENUE,New York,New York,10003,"(40.736214, -73.9848999999)",40.736214,-73.9849,MN21,Gramercy,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,623 HUDSON STREET,New York,New York,10014,"(40.7382777799, -74.0056712102)",40.73827778,-74.00567121,MN23,West Village,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,2926 FREDERICK DOUGLASS BOULEVARD,New York,New York,10039,"(40.8290024803, -73.9372792304)",40.82900248,-73.93727923,MN03,Central Harlem North-Polo Grounds,9,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,Sr. Dinning Area,Queens,New York,11374,"(40.7316749998, -73.8656070003)",40.731675,-73.865607,QN18,Rego Park,29,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
SPECTRUM,Unknown,Rec Office #2,Queens,New York,11434,"(40.687191, -73.7695589996)",40.687191,-73.769559,QN08,St. Albans,27,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,60 HENRY STREET,Brooklyn,New York,11201,"(40.69934194, -73.9921867902)",40.69934194,-73.99218679,BK09,Brooklyn Heights-Cobble Hill,33,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
AT&T,Unknown,Ferry Landing,New York,New York,10004,"(40.7029999997, -74.0167999996)",40.703,-74.0168,MN99,park-cemetery-etc-Manhattan,1,Free,NYC Wifi Hotspot Locations,attwifi
LinkNYC - Citybridge,Unknown,604 2 AVENUE,New York,New York,10016,"(40.7441540003, -73.9761899997)",40.744154,-73.97619,MN20,Murray Hill-Kips Bay,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,2373 BROADWAY,New York,New York,10024,"(40.7887050997, -73.97641054)",40.7887051,-73.97641054,MN12,Upper West Side,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,2 Av (F),New York,New York,10003,"(40.7234019998, -73.989938)",40.723402,-73.989938,MN22,East Village,2,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
ALTICEUSA,Unknown,"NORTH BOAT HOUSE, ON THE LAWN ACROSS FROM M-200",Brooklyn,New York,11215,"(40.6611970004, -73.9652520003)",40.661197,-73.965252,BK99,park-cemetery-etc-Brooklyn,39,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,33-20 30 AVENUE,Queens,New York,11103,"(40.765785254, -73.9191729969)",40.76578525,-73.919173,QN70,Astoria,22,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
ALTICEUSA,Unknown,HALL CEILING-2ND FL,Bronx,New York,10454,"(40.811544, -73.9141379999)",40.811544,-73.914138,BX39,Mott Haven-Port Morris,8,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
NYPL,Unknown,175 NORTH END AVENUE,New York,New York,10282,"(40.7154881544, -74.0162138359)",40.71548815,-74.01621384,MN25,Battery Park City-Lower Manhattan,1,Free,NYC Wifi Hotspot Locations,NYPL
AT&T,Unknown,Entire Park,New York,New York,10007,"(40.7147999999, -74.0028000002)",40.7148,-74.0028,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,Free,NYC Wifi Hotspot Locations,attwifi
LinkNYC - Citybridge,Unknown,1995 BROADWAY,New York,New York,10023,"(40.7754432796, -73.9823668697)",40.77544328,-73.98236687,MN14,Lincoln Square,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,302 WEST 37 STREET,New York,New York,10018,"(40.7541399203, -73.99233961)",40.75413992,-73.99233961,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
ALTICEUSA,Unknown,FRNT OF HANDBALL COURTS,Brooklyn,New York,11214,"(40.5975849999, -74.0011120005)",40.597585,-74.001112,BK27,Bath Beach,43,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
Downtown Brooklyn,Unknown,333 Adams St.,Brooklyn,New York,11201,"(40.6936359997, -73.9883469996)",40.693636,-73.988347,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,Free,NYC Wifi Hotspot Locations,Downtown Brooklyn WiFi
LinkNYC - Citybridge,Unknown,36-35 33 STREET,Queens,New York,11106,"(40.7541882302, -73.9293986402)",40.75418823,-73.92939864,QN68,Queensbridge-Ravenswood-Long Island City,26,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
NYPL,Unknown,3025 CROSS BRONX EXPRESSWAY,Bronx,New York,10465,"(40.8229035714, -73.8190936365)",40.82290357,-73.81909364,BX52,Schuylerville-Throgs Neck-Edgewater Park,13,Free,NYC Wifi Hotspot Locations,NYPL
Transit Wireless,Unknown,"125 St (A,B,C,D)",New York,New York,10027,"(40.8111090001, -73.9523430005)",40.811109,-73.952343,MN09,Morningside Heights,9,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
Transit Wireless,Unknown,IND-E-J-Z-JAMAICA CENTER - PARSONS / ARCHER,Queens,New York,11433,"(40.702147, -73.8011089995)",40.702147,-73.801109,QN61,Jamaica,27,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
LinkNYC - Citybridge,Unknown,691 4 AVENUE,Brooklyn,New York,11232,"(40.6621889998, -73.9960170003)",40.662189,-73.996017,BK32,Sunset Park West,38,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,Along Boardwalk and Beach,Staten Island,New York,10305,"(40.5786309996, -74.0768009998)",40.578631,-74.076801,SI36,Old Town-Dongan Hills-South Beach,50,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,223 EAST 14 STREET,New York,New York,10003,"(40.7329605004, -73.9861729396)",40.7329605,-73.98617294,MN21,Gramercy,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,91 3 AVENUE,New York,New York,10003,"(40.7320389999, -73.9879380003)",40.732039,-73.987938,MN22,East Village,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,30-01 STEINWAY STREET,Queens,New York,11103,"(40.7636860602, -73.9150512395)",40.76368606,-73.91505124,QN70,Astoria,22,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,1180 3 AVENUE,New York,New York,10065,"(40.7678548897, -73.9622546401)",40.76785489,-73.96225464,MN40,Upper East Side-Carnegie Hill,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,Parking lot and Tennis Courts,Queens,New York,11423,"(40.729869, -73.7738410001)",40.729869,-73.773841,QN99,park-cemetery-etc-Queens,23,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,653 10 AVENUE,New York,New York,10036,"(40.7623284104, -73.9936423401)",40.76232841,-73.99364234,MN15,Clinton,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
NYPL,Unknown,2147 BARNES AVENUE,Bronx,New York,10462,"(40.8548777848, -73.8641435801)",40.85487778,-73.86414358,BX49,Pelham Parkway,13,Free,NYC Wifi Hotspot Locations,NYPL
BPL,Unknown,2602 BATH AVENUE,Brooklyn,New York,11214,"(40.5926531297, -73.9886820957)",40.59265313,-73.9886821,BK29,Bensonhurst East,47,Free,NYC Wifi Hotspot Locations,BPLUNWIRED
LinkNYC - Citybridge,Unknown,462 PARK AVENUE SOUTH,New York,New York,10016,"(40.74533995, -73.9827682499)",40.74533995,-73.98276825,MN17,Midtown-Midtown South,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,Jefferson St (L),Brooklyn,New York,11237,"(40.7066070001, -73.9229129996)",40.706607,-73.922913,BK77,Bushwick North,34,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
LinkNYC - Citybridge,Unknown,1945 3 AVENUE,New York,New York,10029,"(40.7922967001, -73.94398813)",40.7922967,-73.94398813,MN33,East Harlem South,8,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,Track & Field,Brooklyn,New York,11222,"(40.7200789997, -73.9495109998)",40.720079,-73.949511,BK73,North Side-South Side,33,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
Downtown Brooklyn,Unknown,573 Fulton St. (Pole),Brooklyn,New York,11201,"(40.6893339998, -73.9819749997)",40.689334,-73.981975,BK68,Fort Greene,33,Free,NYC Wifi Hotspot Locations,Downtown Brooklyn WiFi
LinkNYC - Citybridge,Unknown,488 MADISON AVENUE,New York,New York,10022,"(40.7586493104, -73.9751429701)",40.75864931,-73.97514297,MN17,Midtown-Midtown South,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Harlem,Unknown,pole 54: MavSEC128,New York,New York,10035,"(40.8075940004, -73.939065)",40.807594,-73.939065,MN03,Central Harlem North-Polo Grounds,9,Free,NYC Wifi Hotspot Locations,Harlem Wi-Fi
LinkNYC - Citybridge,Unknown,128 MONTAGUE STREET,Brooklyn,New York,11201,"(40.6947255403, -73.9942270995)",40.69472554,-73.9942271,BK09,Brooklyn Heights-Cobble Hill,33,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,2710 FREDERICK DOUGLASS BLVD,New York,New York,10030,"(40.8222148602, -73.9422346805)",40.82221486,-73.94223468,MN03,Central Harlem North-Polo Grounds,9,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,169 BOWERY,New York,New York,10002,"(40.7199070697, -73.9940664903)",40.71990707,-73.99406649,MN27,Chinatown,1,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,891 8 AVENUE,New York,New York,10019,"(40.7643380004, -73.9847670002)",40.764338,-73.984767,MN15,Clinton,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
ALTICEUSA,Unknown,right center,Bronx,New York,10451,"(40.8278309999, -73.9226770005)",40.827831,-73.922677,BX63,West Concourse,8,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
SPECTRUM,Unknown,Building G - SE towards social affair area,Staten Island,New York,10310,"(40.6437820001, -74.1022450006)",40.643782,-74.102245,SI22,West New Brighton-New Brighton-St. George,49,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
SPECTRUM,Unknown,Computer Resource Room,New York,New York,10029,"(40.7936690002, -73.9368160005)",40.793669,-73.936816,MN34,East Harlem North,8,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,2245 BROADWAY,New York,New York,10024,"(40.7847119996, -73.9795639995)",40.784712,-73.979564,MN12,Upper West Side,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,351 EAST 60 STREET,New York,New York,10065,"(40.7603599798, -73.9616631402)",40.76035998,-73.96166314,MN31,Lenox Hill-Roosevelt Island,5,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,175 E 96 ST,New York,New York,10029,"(40.7858176901, -73.9490312697)",40.78581769,-73.94903127,MN33,East Harlem South,5,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,55 WATER STREET,New York,New York,10004,"(40.7039097998, -74.0090824103)",40.7039098,-74.00908241,MN25,Battery Park City-Lower Manhattan,1,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,Tennis Courts and Ball Field,Queens,New York,11426,"(40.739154, -73.7377180002)",40.739154,-73.737718,QN43,Bellerose,23,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,30-01 30 AVENUE,Queens,New York,11102,"(40.7673067797, -73.92211147)",40.76730678,-73.92211147,QN71,Old Astoria,22,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,101 EAST 31 STREET,New York,New York,10016,"(40.7451423403, -73.9825063298)",40.74514234,-73.98250633,MN20,Murray Hill-Kips Bay,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,475 6 AVENUE,New York,New York,10011,"(40.73598356, -73.9979901195)",40.73598356,-73.99799012,MN23,West Village,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,50 5 AVENUE,Brooklyn,New York,11217,"(40.681596, -73.9770380003)",40.681596,-73.977038,BK37,Park Slope-Gowanus,39,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
ALTICEUSA,Unknown,MULTI-PURPOSE  R,Brooklyn,New York,11212,"(40.6559, -73.9028500002)",40.6559,-73.90285,BK81,Brownsville,42,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
ALTICEUSA,Unknown,Crotona Park- CROTONA PARK NORTH  1/P/E/O CROTONA AV,Bronx,New York,10457,"(40.8416259997, -73.8929609999)",40.841626,-73.892961,BX17,East Tremont,17,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,25-14 BROADWAY,Queens,New York,11106,"(40.7630995, -73.9279352805)",40.7630995,-73.92793528,QN70,Astoria,22,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,1463 ST. NICHOLAS AVE,New York,New York,10033,"(40.8506830002, -73.9328699994)",40.850683,-73.93287,MN35,Washington Heights North,10,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,739 8 AVENUE,New York,New York,10036,"(40.75993686, -73.9879722901)",40.75993686,-73.98797229,MN15,Clinton,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,1132 3 AVENUE,New York,New York,10065,"(40.7660599997, -73.9635540005)",40.76606,-73.963554,MN40,Upper East Side-Carnegie Hill,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,1450 3 AVENUE,New York,New York,10028,"(40.7763660499, -73.9559307399)",40.77636605,-73.95593074,MN40,Upper East Side-Carnegie Hill,5,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,NW area near E. 26th St off 5th Ave,New York,New York,10010,"(40.7431000004, -73.9883000001)",40.7431,-73.9883,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,2,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,51 EAST TREMONT AVENUE,Bronx,New York,10453,"(40.8513290003, -73.9082660006)",40.851329,-73.908266,BX41,Mount Hope,14,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,157 COLUMBUS AVE,New York,New York,10023,"(40.7742662798, -73.9809497094)",40.77426628,-73.98094971,MN14,Lincoln Square,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,103 St (6),New York,New York,10029,"(40.7906000001, -73.9474780003)",40.7906,-73.947478,MN33,East Harlem South,8,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
SPECTRUM,Unknown,Handball Court,Queens,New York,11421,"(40.6870730002, -73.8531530003)",40.687073,-73.853153,QN53,Woodhaven,32,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,1546 FULTON STREET,Brooklyn,New York,11213,"(40.6797519303, -73.9391010097)",40.67975193,-73.93910101,BK61,Crown Heights North,36,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
BPL,Unknown,431 6 AVENUE,Brooklyn,New York,11215,"(40.6682166933, -73.9834274329)",40.66821669,-73.98342743,BK37,Park Slope-Gowanus,39,Free,NYC Wifi Hotspot Locations,BPLUNWIRED
Harlem,Unknown,Pole 62 - 7avNWC130,New York,New York,10027,"(40.8120370003, -73.946231)",40.812037,-73.946231,MN03,Central Harlem North-Polo Grounds,9,Free,NYC Wifi Hotspot Locations,Harlem Wi-Fi
LinkNYC - Citybridge,Unknown,775 6 AVENUE,New York,New York,10001,"(40.7449331704, -73.9914723702)",40.74493317,-73.99147237,MN17,Midtown-Midtown South,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
ALTICEUSA,Unknown,ROOF OF CONEY ISLAND CONES,Brooklyn,New York,11224,"(40.5733840001, -73.9789369997)",40.573384,-73.978937,BK21,Seagate-Coney Island,47,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,1881 AMSTERDAM AVE,New York,New York,10032,"(40.8303356351, -73.943755973)",40.83033564,-73.94375597,MN04,Hamilton Heights,7,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,730 COLUMBUS AVE,New York,New York,10025,"(40.79237863, -73.96800953)",40.79237863,-73.96800953,MN12,Upper West Side,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,"34 St-Penn Station (A,C,E)",New York,New York,10001,"(40.7522869999, -73.9933909997)",40.752287,-73.993391,MN17,Midtown-Midtown South,3,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
LinkNYC - Citybridge,Unknown,2631 FULTON STREET,Brooklyn,New York,11207,"(40.6772216502, -73.8974635303)",40.67722165,-73.89746353,BK82,East New York,37,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,124-05 JAMAICA AVENUE,Queens,New York,11418,"(40.7009264299, -73.8262048802)",40.70092643,-73.82620488,QN54,Richmond Hill,29,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,89-30 QUEENS BOULEVARD,Queens,New York,11373,"(40.7341620004, -73.8736580003)",40.734162,-73.873658,QN29,Elmhurst,25,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,1139 FULTON STREET,Brooklyn,New York,11238,"(40.6813152498, -73.9562012602)",40.68131525,-73.95620126,BK69,Clinton Hill,35,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,Along Promenade,Brooklyn,New York,11201,"(40.6969889996, -73.9974860003)",40.696989,-73.997486,BK09,Brooklyn Heights-Cobble Hill,33,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
SPECTRUM,Unknown,Outdoor - Café and Park,Queens,New York,11101,"(40.7419939997, -73.9612560003)",40.741994,-73.961256,QN31,Hunters Point-Sunnyside-West Maspeth,26,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
SPECTRUM,Unknown,Park Area,Queens,New York,11373,"(40.7288380002, -73.8837509996)",40.728838,-73.883751,QN29,Elmhurst,25,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,300 WEST 108 STREET,New York,New York,10025,"(40.8029842296, -73.9678553303)",40.80298423,-73.96785533,MN09,Morningside Heights,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,1100 Ave Of The Americas,New York,New York,10036,"(40.7549509796, -73.9838986798)",40.75495098,-73.98389868,MN17,Midtown-Midtown South,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Manhattan Down Alliance,Unknown,"110 Pearl Street, New York, NY 10005, USA",New York,New York,10005,"(40.7047004998, -74.0089035)",40.7047005,-74.0089035,MN25,Battery Park City-Lower Manhattan,1,Free,NYC Wifi Hotspot Locations,#DwtwnAllianceFreeWiFi
LinkNYC - Citybridge,Unknown,21-01 BROADWAY,Queens,New York,11106,"(40.7651601902, -73.93142777)",40.76516019,-73.93142777,QN70,Astoria,22,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,18 UNION SQUARE EAST,New York,New York,10003,"(40.7351870003, -73.9898710002)",40.735187,-73.989871,MN21,Gramercy,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,79-20 37 AVENUE,Queens,New York,11372,"(40.7494585504, -73.8864554498)",40.74945855,-73.88645545,QN28,Jackson Heights,25,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,82 5 AVENUE,New York,New York,10011,"(40.7362005797, -73.9936010197)",40.73620058,-73.99360102,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,450 7 AVENUE,New York,New York,10001,"(40.7512243202, -73.9905922004)",40.75122432,-73.9905922,MN17,Midtown-Midtown South,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,850 10 AVENUE,New York,New York,10019,"(40.76826158, -73.9890433705)",40.76826158,-73.98904337,MN15,Clinton,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,38-02 31 St,Queens,New York,11101,"(40.7537182203, -73.9322156401)",40.75371822,-73.93221564,QN68,Queensbridge-Ravenswood-Long Island City,26,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,3rd Floor Basketball Court,New York,New York,10037,"(40.8126809996, -73.9393569996)",40.812681,-73.939357,MN03,Central Harlem North-Polo Grounds,9,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
NYPL,Unknown,742 10 AVENUE,New York,New York,10019,"(40.7649346184, -73.9912208178)",40.76493462,-73.99122082,MN15,Clinton,3,Free,NYC Wifi Hotspot Locations,NYPL
AT&T,Unknown,Entire Park,New York,New York,10029,"(40.7930999996, -73.9354000003)",40.7931,-73.9354,MN34,East Harlem North,8,Free,NYC Wifi Hotspot Locations,attwifi
SPECTRUM,Unknown,Building P - NW towards Botanical Gardens,Staten Island,New York,10310,"(40.6419629997, -74.1020260005)",40.641963,-74.102026,SI22,West New Brighton-New Brighton-St. George,49,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
Transit Wireless,Unknown,Lafayette Av (C),Brooklyn,New York,11217,"(40.6861130002, -73.9739459997)",40.686113,-73.973946,BK68,Fort Greene,35,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
SPECTRUM,Unknown,CRC Room,New York,New York,10038,"(40.7102499999, -73.9979799999)",40.71025,-73.99798,MN27,Chinatown,1,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,77-01 ROOSEVELT AVENUE,Queens,New York,11372,"(40.7472234296, -73.888492)",40.74722343,-73.888492,QN28,Jackson Heights,25,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,590 NOSTRAND AVENUE,Brooklyn,New York,11216,"(40.6782680804, -73.9497984494)",40.67826808,-73.94979845,BK61,Crown Heights North,36,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Downtown Brooklyn,Unknown,125 Flatbush Ave. Extension,Brooklyn,New York,11201,"(40.6955779998, -73.9839699996)",40.695578,-73.98397,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,35,Free,NYC Wifi Hotspot Locations,Downtown Brooklyn WiFi
LinkNYC - Citybridge,Unknown,164 EAST 37 STREET,New York,New York,10016,"(40.7476720001, -73.9769650002)",40.747672,-73.976965,MN20,Murray Hill-Kips Bay,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Chelsea,Unknown,8th and 15 th SE pole,New York,New York,10011,"(40.7402745363, -74.0019750591)",40.74027454,-74.00197506,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Free,NYC Wifi Hotspot Locations,CICFreeWiFi
QPL,Unknown,144-20 243 STREET,Rosedale,New York,11422,"(40.6599636231, -73.7399110132)",40.65996362,-73.73991101,QN05,Rosedale,31,Free,NYC Wifi Hotspot Locations,QBPL_WIRELESS
LinkNYC - Citybridge,Unknown,592 6 AVENUE,New York,New York,10011,"(40.7393355798, -73.9952642404)",40.73933558,-73.99526424,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
